,maiorAtraso,margemBrutaAcumulada,prazoMedioRecebimentoVendas,titulosEmAberto,diferencaPercentualRisco,percentualRisco,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,capitalSocial,scorePontualidade,Risco_Baixo,Risco_Medio,Risco_Muito Baixo,cluster
0,0,0.252448306,0,0.0,0.7169811320754716,0.2830188679245283,1766880,0,12,0,2003,90000,1,1,0,0,0
1,0,0.0,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
2,4,0.6247772648,0,0.0,0.7169811320754716,0.2830188679245283,2814940,0,7,0,2014,20000,1,1,0,0,0
3,20,0.0,0,0.0,0.3962264150943396,0.6037735849056604,1285274,0,12,0,2013,30000,0,0,0,0,3
4,20,0.4540878993,20,1486.95,0.8301886792452831,0.1698113207547169,40779757,81459809,9,40680051,2002,75000,1,1,0,0,0
5,0,0.0,0,0.0,0.6226415094339622,0.3773584905660377,918476,0,12,0,2011,15000,0,0,1,0,3
6,16,0.0,0,0.0,0.5849056603773584,0.4150943396226415,239016696,-7540544,12,156394112,1982,30515674,0,0,1,0,3
7,4,0.3501754325,102,208980.0,0.9433962264150944,0.0566037735849056,11958227,9357949,9,0,2000,120000,1,0,0,1,1
8,43,0.2458177861,27,6432.0,0.8867924528301886,0.1132075471698113,72479551,6233236,12,-49267738,2000,1000000,1,1,0,0,0
9,24,1.2085799999999999e-05,0,22733.33,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
10,7,0.0,0,0.0,0.6037735849056604,0.3962264150943396,4575646,296634,6,-3299332,2011,20000,0,0,1,0,3
11,26,0.0,0,0.0,0.5849056603773584,0.4150943396226415,13871246,-772398,12,-9455401,2009,600000,0,0,1,0,3
12,3,0.0,0,0.0,0.5094339622641509,0.490566037735849,0,0,1,0,2017,100000,0,0,1,0,3
13,52,0.0,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
14,4,0.3145752451,0,0.0,0.7924528301886792,0.2075471698113207,36783195,-312950,12,-25744597,1990,530000,1,1,0,0,0
15,28,0.0,0,0.0,0.6037735849056604,0.3962264150943396,538430217,10266414,12,-346633805,1999,100000,0,0,1,0,3
16,19,0.0,0,0.0,0.6226415094339622,0.3773584905660377,538430217,10216020,12,-346633805,1992,2000000,0,0,1,0,3
17,2,0.3078937009,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
18,4,0.0,0,0.0,0.6981132075471698,0.3018867924528301,538430217,10216020,12,-346633805,1992,2000000,0,1,0,0,0
19,5,0.39411837590000004,0,0.0,0.8867924528301886,0.1132075471698113,57950454,18419747,12,39530707,1994,4500000,0,1,0,0,0
20,40,0.458051889,0,12882.35,0.5660377358490566,0.4339622641509433,2915470,1034268,12,-852138,2009,150000,1,0,1,0,3
21,60,0.3757811558,1,2400.02,0.4716981132075471,0.5283018867924528,1976986,339799,12,832480,2008,50000,0,0,0,0,3
22,18,0.6915,0,0.0,0.6792452830188679,0.320754716981132,9077423,1182617,12,-6807767,2009,900000,0,0,1,0,3
23,35,0.3104742762,25,46949.3,0.5660377358490566,0.4339622641509433,282662079,52217624,6,258298725,1996,96791092,0,0,1,0,3
24,6,0.0,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
25,14,0.2860282532,0,0.0,0.7358490566037735,0.2641509433962264,30348455,0,12,0,2006,1000000,1,1,0,0,0
26,23,0.5536921381000001,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
27,0,0.0,0,0.0,0.5660377358490566,0.4339622641509433,47730,0,12,0,2008,72400,0,0,1,0,3
28,4,0.4412714583,0,0.0,0.7358490566037735,0.2641509433962264,23161787,5752085,12,14712042,2014,150000,1,1,0,0,0
29,11,0.5357123203,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
30,0,0.0,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
31,9,0.5932736371,31,5549.21,0.6037735849056604,0.3962264150943396,1011836,-55361,12,-645988,2003,88000,1,0,1,0,3
32,0,0.3363405629,0,0.0,0.6037735849056604,0.3962264150943396,480000,0,12,0,1997,5000,1,0,1,0,3
33,807,0.0,0,0.0,0.3962264150943396,0.6037735849056604,0,0,1,0,1992,1400000,0,0,0,0,3
34,13,0.0,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
35,0,0.4737096339,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
36,135,0.387283882,0,0.0,0.5094339622641509,0.490566037735849,1421389,1387232,12,2554508,2012,100000,1,0,1,0,3
37,3,0.4576666993,0,0.0,0.7169811320754716,0.2830188679245283,3359403,0,12,0,2008,78800,1,1,0,0,0
38,4,0.5318418028999999,0,0.0,0.7358490566037735,0.2641509433962264,2316989,0,12,0,2010,99800,1,1,0,0,0
39,17,0.0,0,0.0,0.3396226415094339,0.660377358490566,102444,0,7,0,2016,95400,0,0,0,0,3
40,3,0.0,0,0.0,0.8490566037735849,0.150943396226415,5159452,0,6,0,1992,200000,0,1,0,0,0
41,0,0.43273421240000004,0,0.0,0.490566037735849,0.5094339622641509,172560,0,12,0,2019,5000,1,0,1,0,3
42,2,0.0,0,0.0,0.7169811320754716,0.2830188679245283,624350,-3319,12,-431401,2008,40000,0,1,0,0,0
43,0,0.3589796807,0,0.0,0.8301886792452831,0.1698113207547169,47595914,0,12,0,2006,550000,1,1,0,0,0
44,2,0.0,0,0.0,0.5094339622641509,0.490566037735849,756924,0,12,0,1994,30000,0,0,1,0,3
45,43,0.3700701446,0,2480.0,0.6792452830188679,0.320754716981132,2179468,0,12,0,2005,60000,1,0,1,0,3
46,10,0.3908721543,0,0.0,0.4528301886792452,0.5471698113207547,1019546,0,12,0,2000,10000,1,0,0,0,3
47,3,0.43539221009999995,0,0.0,0.5094339622641509,0.490566037735849,311260,0,12,0,2017,10000,1,0,1,0,3
48,3,0.3533614354,0,0.0,0.6981132075471698,0.3018867924528301,438103964,2916036,12,-27592668,2008,600000,1,1,0,0,0
49,0,0.0,0,0.0,0.6226415094339622,0.3773584905660377,0,0,1,0,2008,100000,0,0,1,0,3
50,6,0.3720908912,0,0.0,0.5283018867924528,0.4716981132075471,43810396,0,12,0,2008,600000,1,0,1,0,3
51,3,0.4186828305,0,3591.24,0.7358490566037735,0.2641509433962264,3101081,0,12,0,1998,60000,0,1,0,0,0
52,2,0.5607103857,55,5400.0,0.6037735849056604,0.3962264150943396,6230653,0,12,0,2015,300000,1,0,1,0,3
53,18,0.448130494,21,2192.0,0.7358490566037735,0.2641509433962264,333210,0,1,0,2012,800000,1,1,0,0,0
54,20,0.0,0,0.0,0.4528301886792452,0.5471698113207547,1285274,0,12,0,2013,30000,0,0,0,0,3
55,4,0.4752585847,0,0.0,0.7735849056603773,0.2264150943396226,117090514,499790,12,-7231554,2011,100000,1,1,0,0,0
56,3,0.4227695299,12,2916.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
57,6,0.0,0,0.0,0.6226415094339622,0.3773584905660377,2876710,0,12,0,1999,30303,0,0,1,0,3
58,18,0.2911279282,67,100850.04,0.4716981132075471,0.5283018867924528,8983936,0,12,0,2006,95400,0,0,0,0,3
59,5,0.429255171,0,0.0,0.6415094339622641,0.3584905660377358,2498876,0,12,0,2009,95000,1,0,1,0,3
60,18,0.0,0,0.0,0.4150943396226415,0.5849056603773584,10631840,0,12,0,2016,95400,0,0,0,0,3
61,23,0.0,0,0.0,0.5471698113207547,0.4528301886792452,0,0,1,0,2003,150000,0,0,1,0,3
62,36,0.5048304899,48,95983.74,0.6037735849056604,0.3962264150943396,2920793,-171329,12,235486,2010,50000,1,0,1,0,3
63,8,0.2908974741,0,0.0,0.5094339622641509,0.490566037735849,0,0,1,0,2007,15000,1,0,1,0,3
64,4,0.5742936507999999,105,15520.0,0.9433962264150944,0.0566037735849056,73828034,1605229,12,-43339992,2004,30000,1,0,0,1,1
65,19,0.4798450253,41,8880.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
66,3,0.6505242696,0,0.0,0.7169811320754716,0.2830188679245283,3365514,0,12,0,2000,68000,1,1,0,0,0
67,7,0.38773326729999996,63,10368.0,0.7169811320754716,0.2830188679245283,1177807,0,12,0,2012,50000,1,1,0,0,0
68,0,0.4679269506,0,0.0,0.6226415094339622,0.3773584905660377,2518727,0,9,0,2008,99800,1,0,1,0,3
69,19,0.0,0,0.0,0.6792452830188679,0.320754716981132,1249651,302367,7,2183996,2008,100000,0,0,1,0,3
70,5,0.2815035093,0,0.0,0.3773584905660377,0.6226415094339622,1185074,0,12,0,2016,88000,0,0,0,0,3
71,26,0.0,0,0.0,0.5471698113207547,0.4528301886792452,1700308,0,12,0,1989,5000,0,0,1,0,3
72,5,0.800299885,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
73,5,0.0,0,0.0,0.8301886792452831,0.1698113207547169,11235564,-405113,12,6920713,1996,2000000,0,1,0,0,0
74,16,0.6387542857,23,7000.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
75,4,0.0,0,0.0,0.6415094339622641,0.3584905660377358,3302878,0,12,0,1996,60000,0,0,1,0,3
76,33,0.0,0,0.0,0.4528301886792452,0.5471698113207547,0,0,1,0,2006,300000,0,0,0,0,3
77,33,0.2777430629,0,0.0,0.5094339622641509,0.490566037735849,0,0,1,0,2012,300000,1,0,1,0,3
78,7,0.4453843288,0,0.0,0.5660377358490566,0.4339622641509433,0,0,1,0,2007,100000,1,0,1,0,3
79,0,0.0,0,0.0,0.6792452830188679,0.320754716981132,29348689,0,12,0,2018,600000,0,0,1,0,3
80,38,0.4108242018,0,0.0,0.7924528301886792,0.2075471698113207,2298496,0,12,0,1991,3000,1,1,0,0,0
81,30,0.4744318662,65,28154.4,0.5471698113207547,0.4528301886792452,17826063,0,12,0,1995,404000,1,0,1,0,3
82,14,0.3233516937,49,36118.88,0.4528301886792452,0.5471698113207547,1746101,0,7,0,2017,100000,0,0,0,0,3
83,7,0.0,0,0.0,0.7169811320754716,0.2830188679245283,3926252,0,12,0,2014,245000,0,1,0,0,0
84,87,0.0,0,0.0,0.320754716981132,0.6792452830188679,214832,0,5,0,2010,100000,0,0,0,0,3
85,3,0.3243299545,59,8197.2,0.7547169811320754,0.2452830188679245,1746101,0,7,0,2005,200000,1,1,0,0,0
86,5,0.526992319,0,0.0,0.6037735849056604,0.3962264150943396,3809828,0,12,0,2017,20000,1,0,1,0,3
87,28,0.0,0,0.0,0.6415094339622641,0.3584905660377358,5368371,1346068,12,2072196,2012,500000,0,0,1,0,3
88,11,0.2655254663,8,6400.0,0.6037735849056604,0.3962264150943396,455009,0,12,0,1985,70000,1,0,1,0,3
89,3,0.37377278840000006,0,21416.0,0.9056603773584904,0.0943396226415094,40826415,3505804,12,26745259,2003,4500000,1,0,0,1,1
90,4,0.3732162181,9,5666.66,0.8301886792452831,0.1698113207547169,35478786,0,12,0,2007,100000,1,1,0,0,0
91,7,0.3063343254,0,0.0,0.5283018867924528,0.4716981132075471,4036098,729740,5,4221383,2015,210000,0,0,1,0,3
92,3,0.4621624103,9,2100.0,0.6226415094339622,0.3773584905660377,591755,182859,6,14983,2015,150000,1,0,1,0,3
93,111,0.39893255229999997,0,0.0,0.4716981132075471,0.5283018867924528,271387,0,3,0,1997,10000,1,0,0,0,3
94,64,0.3667671775,203,259359.83,0.7924528301886792,0.2075471698113207,37122463,29864299,2,306505670,1992,10000000,0,1,0,0,0
95,5,0.0,0,0.0,0.3962264150943396,0.6037735849056604,283812,0,12,0,2018,10000,0,0,0,0,3
96,0,0.0,0,0.0,0.490566037735849,0.5094339622641509,1071109,0,12,0,2015,50000,0,0,1,0,3
97,7,0.39326315689999997,0,0.0,0.6415094339622641,0.3584905660377358,2569044,424623,12,-1526301,2005,200000,1,0,1,0,3
98,22,0.39999709299999997,173,10212.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
99,34,0.24866747600000003,253,109200.0,0.5471698113207547,0.4528301886792452,3220289,0,12,0,2000,300000,0,0,1,0,3
100,14,0.37186392259999995,83,49782.66,0.7169811320754716,0.2830188679245283,5389457,0,12,0,1992,90000,0,1,0,0,0
101,29,0.3969189612,0,28978.33,0.6792452830188679,0.320754716981132,4354088,1907167,12,2446921,2016,100000,1,0,1,0,3
102,82,0.5255814394,0,0.0,0.3396226415094339,0.660377358490566,328075,0,12,0,2016,30000,0,0,0,0,3
103,4,0.28139486620000004,51,54801.51,0.9433962264150944,0.0566037735849056,24551233,1077555,12,18293841,1992,1000000,1,0,0,1,1
104,15,0.0,0,0.0,0.490566037735849,0.5094339622641509,0,0,1,0,2015,1000,0,0,1,0,3
105,7,0.0,0,0.0,0.3962264150943396,0.6037735849056604,0,0,1,0,2018,5000,0,0,0,0,3
106,5,0.2890631696,0,0.0,0.6415094339622641,0.3584905660377358,13313452,0,12,0,1996,110000,1,0,1,0,3
107,60,0.0,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
108,24,0.2646673902,0,0.0,0.4528301886792452,0.5471698113207547,3818823,181467,12,-1816507,2015,600000,0,0,0,0,3
109,17,0.0,0,0.0,0.5471698113207547,0.4528301886792452,745756,0,12,0,2012,40000,0,0,1,0,3
110,27,0.49182491409999995,63,2836656.0,0.7924528301886792,0.2075471698113207,90502107,1957004,7,-65022701,2008,728407,0,1,0,0,0
111,15,0.4028954164,52,123462.38,0.5849056603773584,0.4150943396226415,12255988,0,12,0,2008,35000,0,0,1,0,3
112,3,0.0,0,0.0,0.6792452830188679,0.320754716981132,10932834,0,12,0,1985,208826,0,0,1,0,3
113,6,0.4315224568,42,41017.32,0.5660377358490566,0.4339622641509433,10817059,3780585,12,-7036474,2016,850000,0,0,1,0,3
114,33,0.4513427803,55,185191.73,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
115,10,0.0,0,0.0,0.6792452830188679,0.320754716981132,1557540,0,12,0,2012,5000,0,0,1,0,3
116,0,0.5201378579,28,4715.0,0.7358490566037735,0.2641509433962264,2443834,0,12,0,2009,100000,1,1,0,0,0
117,0,0.0,0,0.0,0.7358490566037735,0.2641509433962264,0,0,1,0,1962,50000,0,1,0,0,0
118,0,0.2668652632,0,0.0,0.6226415094339622,0.3773584905660377,718353,0,12,0,2019,80000,1,0,1,0,3
119,2,0.5614737621,0,0.0,0.7358490566037735,0.2641509433962264,3329454,0,12,0,2006,100000,1,1,0,0,0
120,0,0.0,0,0.0,0.7169811320754716,0.2830188679245283,3232345,0,12,0,2004,20000,0,1,0,0,0
121,19,0.4798450253,41,8880.0,0.5471698113207547,0.4528301886792452,708370,0,12,0,2018,95700,1,0,1,0,3
122,33,0.22319325269999998,68,66209.82,0.6792452830188679,0.320754716981132,8622213,1295664,12,0,2003,1000000,0,0,1,0,3
123,5,0.44048957899999996,100,14000.0,0.6037735849056604,0.3962264150943396,273629,0,12,0,2008,550000,1,0,1,0,3
124,0,0.0,0,0.0,0.6792452830188679,0.320754716981132,3103851,279674,8,-2824177,2017,200000,0,0,1,0,3
125,3,0.4533904213,0,0.0,0.6415094339622641,0.3584905660377358,1298208,0,12,0,2002,510000,1,0,1,0,3
126,4,0.5074172903999999,0,0.0,0.5660377358490566,0.4339622641509433,1819859,-1469120,2,2592210,1996,95400,1,0,1,0,3
127,4,0.37486950350000003,39,7050.0,0.3773584905660377,0.6226415094339622,566902,0,12,0,2017,100000,0,0,0,0,3
128,6,0.5495408039,0,0.0,0.8679245283018867,0.1320754716981132,9443099,0,12,0,2007,100000,1,1,0,0,0
129,2,0.5563296207,76,13500.0,0.7358490566037735,0.2641509433962264,1591910,0,7,0,1997,20000,1,1,0,0,0
130,4,0.47689952350000003,0,0.0,0.8490566037735849,0.150943396226415,6114513,0,12,0,2013,300000,1,1,0,0,0
131,0,0.0,0,0.0,0.7547169811320754,0.2452830188679245,6121171,0,12,0,2012,50000,0,1,0,0,0
132,0,0.0,0,0.0,0.660377358490566,0.3396226415094339,713882,0,12,0,2013,180000,0,0,1,0,3
133,0,0.38591775780000004,0,0.0,0.7169811320754716,0.2830188679245283,572776,0,12,0,2014,80000,1,1,0,0,0
134,12,0.5897155712,0,0.0,0.6792452830188679,0.320754716981132,3410099,0,12,0,1986,110000,1,0,1,0,3
135,0,0.0,0,0.0,0.8301886792452831,0.1698113207547169,2056885,0,12,0,1997,10000,0,1,0,0,0
136,15,0.2990548484,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
137,7,0.0,0,0.0,0.3962264150943396,0.6037735849056604,0,0,1,0,2018,10000,0,0,0,0,3
138,23,0.5536921381000001,0,0.0,0.7735849056603773,0.2264150943396226,8689787,0,12,0,1991,1200000,1,1,0,0,0
139,4,0.5173010369,0,12825.0,0.8301886792452831,0.1698113207547169,0,0,8,0,1995,5993340,1,1,0,0,0
140,3,0.3533614354,0,0.0,0.6981132075471698,0.3018867924528301,40775376,1132878,10,0,2008,600000,1,1,0,0,0
141,93,0.5669856041,0,0.0,0.4339622641509433,0.5660377358490566,1086360,0,12,0,2010,10000,1,0,0,0,3
142,3,0.4807638686,0,0.0,0.7358490566037735,0.2641509433962264,3598601,0,12,0,2005,95400,1,1,0,0,0
143,30,0.316048996,32,8300.0,0.7169811320754716,0.2830188679245283,1023736,255830,8,541342,2017,100000,1,1,0,0,0
144,48,0.39827660579999996,64,14901.07,0.6415094339622641,0.3584905660377358,4636079,0,12,0,2006,200000,0,0,1,0,3
145,0,0.5304287158,0,0.0,0.9622641509433962,0.0377358490566037,10087739,885300,12,9359816,1971,648000,1,0,0,1,1
146,27,0.37702363409999995,67,387169.99,0.4528301886792452,0.5471698113207547,27087480,3872376,12,19867576,2017,390000,1,0,0,0,3
147,4,0.4145521471,0,0.0,0.4716981132075471,0.5283018867924528,926159,0,12,0,2011,50000,0,0,0,0,3
148,12,0.0,0,0.0,0.6226415094339622,0.3773584905660377,668124,0,12,0,2013,1000,0,0,1,0,3
149,18,0.0,0,0.0,0.6792452830188679,0.320754716981132,13144861,71893260,12,5955535,2010,100000,0,0,1,0,3
150,15,0.0,0,0.0,0.5849056603773584,0.4150943396226415,1575261,0,12,0,2010,80000,0,0,1,0,3
151,5,0.2135674693,0,0.0,0.7169811320754716,0.2830188679245283,1952436,0,8,0,2009,150000,1,1,0,0,0
152,3,0.3044278231,17,2968.0,0.6226415094339622,0.3773584905660377,775287,-89866,12,518962,2007,150000,1,0,1,0,3
153,35,0.0,0,0.0,0.660377358490566,0.3396226415094339,4793211,0,12,0,2008,200000,0,0,1,0,3
154,87,0.0,0,0.0,0.4150943396226415,0.5849056603773584,537497,0,12,0,2010,100000,0,0,0,0,3
155,5,0.5440276558,8,4800.0,0.490566037735849,0.5094339622641509,1714093,0,12,0,2018,30000,1,0,1,0,3
156,0,0.0,0,0.0,0.6226415094339622,0.3773584905660377,289852,0,12,0,2012,190000,0,0,1,0,3
157,16,0.18196601769999998,34,7991.36,0.660377358490566,0.3396226415094339,266200496,0,12,0,1989,1000000,1,0,1,0,3
158,0,0.0,0,0.0,0.6226415094339622,0.3773584905660377,2444556,0,12,0,2016,100000,0,0,1,0,3
159,0,0.0,0,0.0,0.5094339622641509,0.490566037735849,1,0,1,0,2016,100000,0,0,1,0,3
160,33,0.4513427803,55,185191.73,0.7358490566037735,0.2641509433962264,37184335,36941068,12,36941068,2000,1002000,0,1,0,0,0
161,4,0.5446530761,18,31966.66,0.9056603773584904,0.0943396226415094,3652617,907622,12,1712437,2000,1002000,1,0,0,1,1
162,5,0.4123162857,0,20797.0,0.6792452830188679,0.320754716981132,1668975,0,12,0,2018,100000,1,0,1,0,3
163,2,0.4491461276,0,0.0,0.6226415094339622,0.3773584905660377,806204,0,12,0,2005,1500000,1,0,1,0,3
164,11,0.2777570091,33,88113.6,0.6792452830188679,0.320754716981132,9228155,180886,10,7706323,2004,500000,0,0,1,0,3
165,8,0.3897275988,41,20966.63,0.7169811320754716,0.2830188679245283,3589031,1391521,12,2197510,2011,300000,1,1,0,0,0
166,62,0.48755078119999995,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
167,3,0.4389350443,0,42879.29,0.9433962264150944,0.0566037735849056,61496930,14216920,12,47280010,1993,100000,1,0,0,1,1
168,4,0.41942418369999995,40,45105.8,0.8867924528301886,0.1132075471698113,67986852,19150205,10,-48836647,2003,3000000,1,1,0,0,0
169,3,0.431734172,19,53751.0,0.7358490566037735,0.2641509433962264,472939365,0,12,0,2012,100000,1,1,0,0,0
170,3,0.0,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
171,0,0.3866329387,0,22692.0,0.7547169811320754,0.2452830188679245,111045978,0,12,0,2004,400000,1,1,0,0,0
172,9,0.6533681481,723,513580.14,0.6037735849056604,0.3962264150943396,45143557,11108232,12,27454494,2015,99800,0,0,1,0,3
173,4,0.0,0,0.0,0.5471698113207547,0.4528301886792452,1501183,0,12,0,2018,80000,0,0,1,0,3
174,81,0.3553814561,35,23641.01,0.7735849056603773,0.2264150943396226,3715209,3375686,12,339523,2011,99800,1,1,0,0,0
175,12,0.0,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
176,2,0.0,0,0.0,0.7169811320754716,0.2830188679245283,2725085,0,12,0,2003,88000,0,1,0,0,0
177,2,0.0,0,0.0,0.8301886792452831,0.1698113207547169,52730621,0,12,0,2014,2100000,0,1,0,0,0
178,3,0.2724753,0,0.0,0.6226415094339622,0.3773584905660377,0,0,12,0,2013,15000,1,0,1,0,3
179,0,0.36902845240000004,0,0.0,0.7358490566037735,0.2641509433962264,3593550,714483,12,2879067,2015,78800,1,1,0,0,0
180,6,0.3587808464,44,26469.66,0.7169811320754716,0.2830188679245283,3538420,0,12,0,2011,175000,1,1,0,0,0
181,690,0.42106536840000003,40,98698.7,0.7924528301886792,0.2075471698113207,20254913,7983449,10,12271464,1985,1300000,0,1,0,0,0
182,9,0.4436293532,63,335597.76,0.8867924528301886,0.1132075471698113,31824213,14022530,10,17801683,1998,250000,1,1,0,0,0
183,0,0.0,0,0.0,0.7358490566037735,0.2641509433962264,157553,0,1,0,2010,88000,0,1,0,0,0
184,6,0.49618682770000005,11,9670.35,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
185,3,0.4893561979,11,8182.5,0.8301886792452831,0.1698113207547169,4117785,0,12,0,2012,50000,1,1,0,0,0
186,110,0.0,0,0.0,0.3396226415094339,0.660377358490566,608649,0,12,0,2014,20000,0,0,0,0,3
187,2,0.0,0,0.0,0.5094339622641509,0.490566037735849,192417,0,5,0,2010,10000,0,0,1,0,3
188,4,0.0,0,0.0,0.5471698113207547,0.4528301886792452,2416870,0,12,0,2016,550000,0,0,1,0,3
189,0,0.4413395729,0,0.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
190,39,0.2604190589,0,0.0,0.5660377358490566,0.4339622641509433,20381441,0,12,0,2002,400000,0,0,1,0,3
191,153,0.0,0,0.0,0.8490566037735849,0.150943396226415,3399365,1613686,12,1785679,2012,50000,0,1,0,0,0
192,4,0.5074172903999999,0,0.0,0.5660377358490566,0.4339622641509433,1819859,558278,12,1261581,1996,95400,1,0,1,0,3
193,0,0.0,0,0.0,0.8301886792452831,0.1698113207547169,3874929,1509631,12,2365298,2004,93700,0,1,0,0,0
194,17,0.5265257649,0,0.0,0.5471698113207547,0.4528301886792452,3354956,0,12,0,2012,350000,1,0,1,0,3
195,45,0.4006444775,30,78751.34,0.660377358490566,0.3396226415094339,5010416,0,12,0,1992,100000,1,0,1,0,3
196,8,0.26333941559999996,0,0.0,0.7358490566037735,0.2641509433962264,9716058,26672760,12,7048782,2005,400000,1,1,0,0,0
197,25,0.37167603340000005,63,176480.0,0.5283018867924528,0.4716981132075471,4926937,1983609,12,2943328,2008,100000,1,0,1,0,3
198,6,0.5578428231,10,73970.0,0.5094339622641509,0.490566037735849,5201591,0,12,0,2017,100000,1,0,1,0,3
199,22,0.4217446292,20,3498.66,0.3962264150943396,0.6037735849056604,1226031,0,12,0,1987,100000,0,0,0,0,3
200,3,0.261576307,0,0.0,0.6037735849056604,0.3962264150943396,1372450,0,12,0,2011,20000,1,0,1,0,3
201,259,0.5213125099,36,41582.3,0.6792452830188679,0.320754716981132,3470727,2013505,12,1457222,1982,300000,0,0,1,0,3
202,3,0.4025694218,0,0.0,0.7358490566037735,0.2641509433962264,8486361,0,12,0,1999,55000,1,1,0,0,0
203,3,0.0,0,0.0,0.7924528301886792,0.2075471698113207,281864166,106702039,12,175162127,2015,28000,0,1,0,0,0
204,3,0.3224337626,26,2972.38,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
205,4,0.2773767089,0,0.0,0.8301886792452831,0.1698113207547169,2800188,1550869,12,1249319,2010,100000,1,1,0,0,0
206,15,0.0,0,0.0,0.5849056603773584,0.4150943396226415,1575261,0,12,0,2010,80000,0,0,1,0,3
207,11,0.2655254663,8,6400.0,0.6037735849056604,0.3962264150943396,455009,0,12,0,1985,70000,1,0,1,0,3
208,0,0.0,0,0.0,0.5094339622641509,0.490566037735849,582389,0,12,0,2017,93700,0,0,1,0,3
209,6,0.0,0,0.0,0.5849056603773584,0.4150943396226415,2280444,0,12,0,2000,100000,0,0,1,0,3
210,9,0.4690957976,0,0.0,0.6037735849056604,0.3962264150943396,1410997,0,12,0,2005,20000,1,0,1,0,3
211,20,0.5091346392,0,0.0,0.4528301886792452,0.5471698113207547,0,0,12,0,2016,90000,1,0,0,0,3
212,18,0.4901655208,47,33269.26,0.5660377358490566,0.4339622641509433,4493287,0,12,0,2000,280000,1,0,1,0,3
213,14,0.397272031,119,9447.33,0.4528301886792452,0.5471698113207547,864850,0,12,0,2018,50000,1,0,0,0,3
214,0,0.0,0,0.0,0.8490566037735849,0.150943396226415,53230314,0,12,0,1976,2592200,0,1,0,0,0
215,5,0.3948846371,0,0.0,0.8490566037735849,0.150943396226415,4754277,1901711,12,2852566,2006,200000,1,1,0,0,0
216,99,0.3963797644,0,0.0,0.3962264150943396,0.6037735849056604,182467,0,12,0,2014,160000,0,0,0,0,3
217,0,0.0,0,0.0,0.7358490566037735,0.2641509433962264,7658339,0,12,0,2011,250000,0,1,0,0,0
218,23,0.5306585034,36,246173.7,0.8301886792452831,0.1698113207547169,5340503,2429159,12,-2911344,1999,100000,1,1,0,0,0
219,104,0.3967504431,0,0.0,0.7735849056603773,0.2264150943396226,254985493,251771713,12,3213780,2002,89864000,1,1,0,0,0
220,24,0.2646673902,0,0.0,0.4528301886792452,0.5471698113207547,3818823,181467,12,-1816507,2015,600000,0,0,0,0,3
221,4,0.22495046440000002,0,0.0,0.6037735849056604,0.3962264150943396,3826682,0,12,0,2013,300000,1,0,1,0,3
222,6,0.2918215666,31,56267.5,1.0,0.0,0,16209878,10,28390609,2006,11214526,1,0,0,1,1
223,3,0.44367712740000004,507,154941.09,0.6792452830188679,0.320754716981132,737708848,0,12,0,1958,78600000,1,0,1,0,3
224,13,0.6050075415,42,3978.0,1.0,0.0,0,16209878,10,28390609,2006,11214526,0,0,0,1,1
225,3,0.0,0,0.0,0.660377358490566,0.3396226415094339,3233330,0,12,0,2014,200000,0,0,1,0,3
226,14,0.0,0,0.0,0.6792452830188679,0.320754716981132,4870000,0,12,0,2003,100000,0,0,1,0,3
227,3,0.0,0,0.0,0.7169811320754716,0.2830188679245283,2689666,0,12,0,1993,80000,0,1,0,0,0
